Record_ID,Location_Name,Location_Type,Country,ISO2,ISO3,Region,Admin1_Name,Latitude,Longitude,Timezone,Population,Population_Source,Population_Bamwor,Population_SimpleMaps,Population_Starting_List,Population_Size_Class,Capital_Classification,Country_GDP_Per_Capita_USD,Country_GDP_PPP_USD,OpenStreetMap_URL,Wikipedia_Search_URL,Image_Research_URL,Primary_Source,Starting_List_Included
4287,Siirt,City / administrative seat,Türkiye,TR,TUR,Middle East,Siirt,37.929300,41.941340,Europe/Istanbul,"166,332",SimpleMaps,"114,034","166,332",,"100,000–249,999",First-order administrative capital,"35,300.00","3,018,000,000,000.00",https://www.openstreetmap.org/?mlat=37.929300&mlon=41.941340#map=10/37.929300/41.941340,https://en.wikipedia.org/w/index.php?search=Siirt%2C+T%C3%BCrkiye,https://commons.wikimedia.org/w/index.php?search=Siirt%2C+T%C3%BCrkiye&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4288,Nou Barris,City section / populated-place subdivision,Spain,ES,ESP,Europe,Catalonia,41.441630,2.177270,Europe/Madrid,"166,310",Bamwor,"166,310",,,"100,000–249,999",Not classified as capital,"48,400.00","2,361,000,000,000.00",https://www.openstreetmap.org/?mlat=41.441630&mlon=2.177270#map=10/41.441630/2.177270,https://en.wikipedia.org/w/index.php?search=Nou+Barris%2C+Spain,https://commons.wikimedia.org/w/index.php?search=Nou+Barris%2C+Spain&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4289,Kuytun,City / administrative seat,China,CN,CHN,Asia,Xinjiang,44.419600,84.901200,Asia/Urumqi,"166,261",SimpleMaps,,"166,261",,"100,000–249,999",Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=44.419600&mlon=84.901200#map=10/44.419600/84.901200,https://en.wikipedia.org/w/index.php?search=Kuytun%2C+China,https://commons.wikimedia.org/w/index.php?search=Kuytun%2C+China&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
4290,Nepalgunj,City / populated place,Nepal,NP,NPL,South Asia,Lumbini Province,28.050000,81.616670,Asia/Kathmandu,"166,258",Bamwor,"166,258",,,"100,000–249,999",Not classified as capital,"5,000.00","149,643,000,000.00",https://www.openstreetmap.org/?mlat=28.050000&mlon=81.616670#map=10/28.050000/81.616670,https://en.wikipedia.org/w/index.php?search=Nepalgunj%2C+Nepal,https://commons.wikimedia.org/w/index.php?search=Nepalgunj%2C+Nepal&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4291,Offa,City / administrative seat,Nigeria,NG,NGA,Africa,Kwara State,8.149110,4.720740,Africa/Lagos,"166,112",SimpleMaps,"113,830","166,112",,"100,000–249,999",Lower-order administrative capital,"5,700.00","1,318,000,000,000.00",https://www.openstreetmap.org/?mlat=8.149110&mlon=4.720740#map=10/8.149110/4.720740,https://en.wikipedia.org/w/index.php?search=Offa%2C+Nigeria,https://commons.wikimedia.org/w/index.php?search=Offa%2C+Nigeria&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4292,Kufa,City / populated place,Iraq,IQ,IRQ,Middle East,An Najaf,32.051140,44.440170,Asia/Baghdad,"166,100",SimpleMaps,"110,000","166,100",,"100,000–249,999",Lower-order administrative capital,"12,700.00","585,887,000,000.00",https://www.openstreetmap.org/?mlat=32.051140&mlon=44.440170#map=10/32.051140/44.440170,https://en.wikipedia.org/w/index.php?search=Kufa%2C+Iraq,https://commons.wikimedia.org/w/index.php?search=Kufa%2C+Iraq&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4293,Ocumare del Tuy,City / administrative seat,Venezuela,VE,VEN,South America,Miranda,10.118200,-66.775130,America/Caracas,"166,072",Bamwor,"166,072","150,000",,"100,000–249,999",Lower-order administrative capital,"4,900.00","110,943,000,000.00",https://www.openstreetmap.org/?mlat=10.118200&mlon=-66.775130#map=10/10.118200/-66.775130,https://en.wikipedia.org/w/index.php?search=Ocumare+del+Tuy%2C+Venezuela,https://commons.wikimedia.org/w/index.php?search=Ocumare+del+Tuy%2C+Venezuela&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4294,Niiza,City / administrative seat,Japan,JP,JPN,East and Southeast Asia,Saitama,35.820880,139.557910,Asia/Tokyo,"166,017",Bamwor,"166,017","164,653",,"100,000–249,999",Lower-order administrative capital,"46,100.00","5,715,000,000,000.00",https://www.openstreetmap.org/?mlat=35.820880&mlon=139.557910#map=10/35.820880/139.557910,https://en.wikipedia.org/w/index.php?search=Niiza%2C+Japan,https://commons.wikimedia.org/w/index.php?search=Niiza%2C+Japan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4295,Greater Sudbury,City / populated place,Canada,CA,CAN,North America,Ontario,46.490000,-80.990010,America/Toronto,"166,004",Bamwor,"166,004",,,"100,000–249,999",Not classified as capital,"56,700.00","2,341,000,000,000.00",https://www.openstreetmap.org/?mlat=46.490000&mlon=-80.990010#map=10/46.490000/-80.990010,https://en.wikipedia.org/w/index.php?search=Greater+Sudbury%2C+Canada,https://commons.wikimedia.org/w/index.php?search=Greater+Sudbury%2C+Canada&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4296,Khobar,City / populated place,Saudi Arabia,SA,SAU,Middle East,Eastern Province,26.279440,50.208330,Asia/Riyadh,"165,799",Bamwor,"165,799",,,"100,000–249,999",Not classified as capital,"62,700.00","2,213,000,000,000.00",https://www.openstreetmap.org/?mlat=26.279440&mlon=50.208330#map=10/26.279440/50.208330,https://en.wikipedia.org/w/index.php?search=Khobar%2C+Saudi+Arabia,https://commons.wikimedia.org/w/index.php?search=Khobar%2C+Saudi+Arabia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4297,Songcheng,City / administrative seat,China,CN,CHN,East and Southeast Asia,Fujian,26.881940,120.001110,Asia/Shanghai,"165,730",Bamwor,"165,730",,,"100,000–249,999",Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=26.881940&mlon=120.001110#map=10/26.881940/120.001110,https://en.wikipedia.org/w/index.php?search=Songcheng%2C+China,https://commons.wikimedia.org/w/index.php?search=Songcheng%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4298,Perugia,City / administrative seat,Italy,IT,ITA,Europe,Umbria,43.112200,12.388780,Europe/Rome,"165,683",SimpleMaps,"120,137","165,683",,"100,000–249,999",First-order administrative capital,"53,100.00","3,133,000,000,000.00",https://www.openstreetmap.org/?mlat=43.112200&mlon=12.388780#map=10/43.112200/12.388780,https://en.wikipedia.org/w/index.php?search=Perugia%2C+Italy,https://commons.wikimedia.org/w/index.php?search=Perugia%2C+Italy&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4299,Deer Valley,City section / populated-place subdivision,United States,US,USA,North America,Arizona,33.683930,-112.134880,America/Phoenix,"165,656",Bamwor,"165,656",,,"100,000–249,999",Not classified as capital,"75,500.00","25,676,000,000,000.00",https://www.openstreetmap.org/?mlat=33.683930&mlon=-112.134880#map=10/33.683930/-112.134880,https://en.wikipedia.org/w/index.php?search=Deer+Valley%2C+United+States,https://commons.wikimedia.org/w/index.php?search=Deer+Valley%2C+United+States&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4300,Sao Caetano do Sul,City / populated place,Brazil,BR,BRA,South America,São Paulo,-23.623060,-46.551110,America/Sao_Paulo,"165,655",Bamwor,"165,655","158,024",,"100,000–249,999",Not classified as capital,"19,600.00","4,165,000,000,000.00",https://www.openstreetmap.org/?mlat=-23.623060&mlon=-46.551110#map=10/-23.623060/-46.551110,https://en.wikipedia.org/w/index.php?search=Sao+Caetano+do+Sul%2C+Brazil,https://commons.wikimedia.org/w/index.php?search=Sao+Caetano+do+Sul%2C+Brazil&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4301,Sawangan,City / populated place,Indonesia,ID,IDN,East and Southeast Asia,West Java,-6.402780,106.774440,Asia/Jakarta,"165,631",Bamwor,"165,631",,,"100,000–249,999",Not classified as capital,"14,500.00","4,102,000,000,000.00",https://www.openstreetmap.org/?mlat=-6.402780&mlon=106.774440#map=10/-6.402780/106.774440,https://en.wikipedia.org/w/index.php?search=Sawangan%2C+Indonesia,https://commons.wikimedia.org/w/index.php?search=Sawangan%2C+Indonesia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4302,Bechar,City / administrative seat,Algeria,DZ,DZA,Africa,Béchar,31.616670,-2.216670,Africa/Algiers,"165,627",SimpleMaps,"165,241","165,627",,"100,000–249,999",First-order administrative capital,"15,400.00","722,912,000,000.00",https://www.openstreetmap.org/?mlat=31.616670&mlon=-2.216670#map=10/31.616670/-2.216670,https://en.wikipedia.org/w/index.php?search=Bechar%2C+Algeria,https://commons.wikimedia.org/w/index.php?search=Bechar%2C+Algeria&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4303,Carpina,City / populated place,Brazil,BR,BRA,Americas,Pernambuco,-7.850800,-35.254700,America/Recife,"165,579",SimpleMaps,,"165,579",,"100,000–249,999",Not classified as capital,"19,600.00","4,165,000,000,000.00",https://www.openstreetmap.org/?mlat=-7.850800&mlon=-35.254700#map=10/-7.850800/-35.254700,https://en.wikipedia.org/w/index.php?search=Carpina%2C+Brazil,https://commons.wikimedia.org/w/index.php?search=Carpina%2C+Brazil&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
4304,Caxias,City / populated place,Brazil,BR,BRA,South America,Maranhão,-4.858890,-43.356110,America/Fortaleza,"165,525",SimpleMaps,"156,973","165,525",,"100,000–249,999",Not classified as capital,"19,600.00","4,165,000,000,000.00",https://www.openstreetmap.org/?mlat=-4.858890&mlon=-43.356110#map=10/-4.858890/-43.356110,https://en.wikipedia.org/w/index.php?search=Caxias%2C+Brazil,https://commons.wikimedia.org/w/index.php?search=Caxias%2C+Brazil&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4305,Körfez,City / administrative seat,Türkiye,TR,TUR,Asia,Kocaeli,40.770600,29.766100,Europe/Istanbul,"165,503",SimpleMaps,,"165,503",,"100,000–249,999",Lower-order administrative capital,"35,300.00","3,018,000,000,000.00",https://www.openstreetmap.org/?mlat=40.770600&mlon=29.766100#map=10/40.770600/29.766100,https://en.wikipedia.org/w/index.php?search=K%C3%B6rfez%2C+T%C3%BCrkiye,https://commons.wikimedia.org/w/index.php?search=K%C3%B6rfez%2C+T%C3%BCrkiye&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
4306,Bang Khun Thian,City / administrative seat,Thailand,TH,THA,East and Southeast Asia,Bangkok,13.663020,100.434160,Asia/Bangkok,"165,491",Bamwor,"165,491",,,"100,000–249,999",Lower-order administrative capital,"21,700.00","1,558,000,000,000.00",https://www.openstreetmap.org/?mlat=13.663020&mlon=100.434160#map=10/13.663020/100.434160,https://en.wikipedia.org/w/index.php?search=Bang+Khun+Thian%2C+Thailand,https://commons.wikimedia.org/w/index.php?search=Bang+Khun+Thian%2C+Thailand&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4307,Pindamonhangaba,City / populated place,Brazil,BR,BRA,South America,São Paulo,-22.923890,-45.461670,America/Sao_Paulo,"165,428",Bamwor,"165,428","160,614",,"100,000–249,999",Not classified as capital,"19,600.00","4,165,000,000,000.00",https://www.openstreetmap.org/?mlat=-22.923890&mlon=-45.461670#map=10/-22.923890/-45.461670,https://en.wikipedia.org/w/index.php?search=Pindamonhangaba%2C+Brazil,https://commons.wikimedia.org/w/index.php?search=Pindamonhangaba%2C+Brazil&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4308,Udupi,City / populated place,India,IN,IND,South Asia,Karnataka,13.334670,74.746170,Asia/Kolkata,"165,401",SimpleMaps,"165,000","165,401",,"100,000–249,999",Not classified as capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=13.334670&mlon=74.746170#map=10/13.334670/74.746170,https://en.wikipedia.org/w/index.php?search=Udupi%2C+India,https://commons.wikimedia.org/w/index.php?search=Udupi%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4309,Hà T?nh,City / administrative seat,Vietnam,VN,VNM,Asia,Hà T?nh,18.343100,105.905800,Asia/Ho_Chi_Minh,"165,396",SimpleMaps,,"165,396",,"100,000–249,999",First-order administrative capital,"14,400.00","1,456,000,000,000.00",https://www.openstreetmap.org/?mlat=18.343100&mlon=105.905800#map=10/18.343100/105.905800,https://en.wikipedia.org/w/index.php?search=H%C3%A0+T%C4%A9nh%2C+Vietnam,https://commons.wikimedia.org/w/index.php?search=H%C3%A0+T%C4%A9nh%2C+Vietnam&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
4310,Pechersk,City / populated place,Ukraine,UA,UKR,Europe,Kyiv City,50.444410,30.523480,Europe/Kyiv,"165,360",Bamwor,"165,360",,,"100,000–249,999",Not classified as capital,"16,300.00","577,583,000,000.00",https://www.openstreetmap.org/?mlat=50.444410&mlon=30.523480#map=10/50.444410/30.523480,https://en.wikipedia.org/w/index.php?search=Pechersk%2C+Ukraine,https://commons.wikimedia.org/w/index.php?search=Pechersk%2C+Ukraine&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4311,Dar Bouazza,City / administrative seat,Morocco,MA,MAR,Africa,Casablanca-Settat,33.515350,-7.816770,Africa/Casablanca,"165,295",Bamwor,"165,295",,,"100,000–249,999",Lower-order administrative capital,"9,100.00","350,594,000,000.00",https://www.openstreetmap.org/?mlat=33.515350&mlon=-7.816770#map=10/33.515350/-7.816770,https://en.wikipedia.org/w/index.php?search=Dar+Bouazza%2C+Morocco,https://commons.wikimedia.org/w/index.php?search=Dar+Bouazza%2C+Morocco&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4312,Kimberley,City / administrative seat,South Africa,ZA,ZAF,Africa,Northern Cape,-28.732260,24.762320,Africa/Johannesburg,"165,264",SimpleMaps,"142,089","165,264",,"100,000–249,999",First-order administrative capital,"13,600.00","870,420,000,000.00",https://www.openstreetmap.org/?mlat=-28.732260&mlon=24.762320#map=10/-28.732260/24.762320,https://en.wikipedia.org/w/index.php?search=Kimberley%2C+South+Africa,https://commons.wikimedia.org/w/index.php?search=Kimberley%2C+South+Africa&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4313,Saqqez,City / populated place,Iran,IR,IRN,Middle East,Kurdistan Province,36.249920,46.273500,Asia/Tehran,"165,258",Uploaded starting list,"151,237","165,258","165,258","100,000–249,999",Lower-order administrative capital,"16,200.00","1,486,000,000,000.00",https://www.openstreetmap.org/?mlat=36.249920&mlon=46.273500#map=10/36.249920/46.273500,https://en.wikipedia.org/w/index.php?search=Saqqez%2C+Iran,https://commons.wikimedia.org/w/index.php?search=Saqqez%2C+Iran&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
4314,Tam Ky,City / administrative seat,Vietnam,VN,VNM,East and Southeast Asia,Da Nang City,15.573640,108.474030,Asia/Ho_Chi_Minh,"165,240",Bamwor,"165,240",,,"100,000–249,999",First-order administrative capital,"14,400.00","1,456,000,000,000.00",https://www.openstreetmap.org/?mlat=15.573640&mlon=108.474030#map=10/15.573640/108.474030,https://en.wikipedia.org/w/index.php?search=Tam+Ky%2C+Vietnam,https://commons.wikimedia.org/w/index.php?search=Tam+Ky%2C+Vietnam&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4315,Goelbasi,City / administrative seat,Türkiye,TR,TUR,Middle East,Ankara,39.790430,32.809030,Europe/Istanbul,"165,201",Bamwor,"165,201",,,"100,000–249,999",Lower-order administrative capital,"35,300.00","3,018,000,000,000.00",https://www.openstreetmap.org/?mlat=39.790430&mlon=32.809030#map=10/39.790430/32.809030,https://en.wikipedia.org/w/index.php?search=Goelbasi%2C+T%C3%BCrkiye,https://commons.wikimedia.org/w/index.php?search=Goelbasi%2C+T%C3%BCrkiye&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4316,Mu-se,City / populated place,Myanmar,MM,MMR,East and Southeast Asia,Shan State,23.997420,97.901090,Asia/Yangon,"165,022",Bamwor,"165,022",,,"100,000–249,999",Not classified as capital,"5,300.00","287,559,000,000.00",https://www.openstreetmap.org/?mlat=23.997420&mlon=97.901090#map=10/23.997420/97.901090,https://en.wikipedia.org/w/index.php?search=Mu-se%2C+Myanmar,https://commons.wikimedia.org/w/index.php?search=Mu-se%2C+Myanmar&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4317,Fukang,City / administrative seat,China,CN,CHN,Asia,Xinjiang,44.152300,87.979300,Asia/Urumqi,"165,006",SimpleMaps,,"165,006",,"100,000–249,999",Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=44.152300&mlon=87.979300#map=10/44.152300/87.979300,https://en.wikipedia.org/w/index.php?search=Fukang%2C+China,https://commons.wikimedia.org/w/index.php?search=Fukang%2C+China&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
4318,Shahrud,City / populated place,Iran,IR,IRN,Middle East,Semnan,36.418190,54.976280,Asia/Tehran,"165,000",Uploaded starting list,"131,889","150,129","165,000","100,000–249,999",Lower-order administrative capital,"16,200.00","1,486,000,000,000.00",https://www.openstreetmap.org/?mlat=36.418190&mlon=54.976280#map=10/36.418190/54.976280,https://en.wikipedia.org/w/index.php?search=Shahrud%2C+Iran,https://commons.wikimedia.org/w/index.php?search=Shahrud%2C+Iran&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
4319,Idlib,City / administrative seat,Syria,SY,SYR,Middle East,Idlib,35.930620,36.633930,Asia/Damascus,"165,000",SimpleMaps,"128,840","165,000",,"100,000–249,999",First-order administrative capital,"4,200.00","98,858,000,000.00",https://www.openstreetmap.org/?mlat=35.930620&mlon=36.633930#map=10/35.930620/36.633930,https://en.wikipedia.org/w/index.php?search=Idlib%2C+Syria,https://commons.wikimedia.org/w/index.php?search=Idlib%2C+Syria&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4320,Nantou,City / administrative seat,Taiwan,TW,TWN,East and Southeast Asia,Taiwan,23.915660,120.663870,Asia/Taipei,"165,000",SimpleMaps,"105,682","165,000",,"100,000–249,999",First-order administrative capital,"32,300.00","1,743,000,000,000.00",https://www.openstreetmap.org/?mlat=23.915660&mlon=120.663870#map=10/23.915660/120.663870,https://en.wikipedia.org/w/index.php?search=Nantou%2C+Taiwan,https://commons.wikimedia.org/w/index.php?search=Nantou%2C+Taiwan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
4321,Lagos de Moreno,City / administrative seat,Mexico,MX,MEX,Americas,Jalisco,21.356400,-101.929200,America/Mexico_City,"164,981",SimpleMaps,,"164,981",,"100,000–249,999",Lower-order administrative capital,"22,000.00","2,883,000,000,000.00",https://www.openstreetmap.org/?mlat=21.356400&mlon=-101.929200#map=10/21.356400/-101.929200,https://en.wikipedia.org/w/index.php?search=Lagos+de+Moreno%2C+Mexico,https://commons.wikimedia.org/w/index.php?search=Lagos+de+Moreno%2C+Mexico&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
